           pcal_s1 |       fc | 209.837207*cm 0.000000*cm 682.417577*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 14.9118*cm 0.0*rad 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad  | 
U-view_single_strip_5_29_s2 | U-view-scintillator_13_s2 | 0.000000*cm -57.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 68.18562389758578*cm 70.46231394086684*cm 0.0*rad 2.225*cm 68.18562389758578*cm 70.46231394086684*cm 0.0*rad  | 
U-view_single_strip_5_30_s2 | U-view-scintillator_13_s2 | 0.000000*cm -52.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 70.48789472787*cm 72.76458477115105*cm 0.0*rad 2.225*cm 70.48789472787*cm 72.76458477115105*cm 0.0*rad  | 
U-view_single_strip_5_31_s2 | U-view-scintillator_13_s2 | 0.000000*cm -48.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 72.79016555815421*cm 75.06685560143526*cm 0.0*rad 2.225*cm 72.79016555815421*cm 75.06685560143526*cm 0.0*rad  | 
U-view_single_strip_5_32_s2 | U-view-scintillator_13_s2 | 0.000000*cm -43.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 75.09243638843843*cm 77.36912643171947*cm 0.0*rad 2.225*cm 75.09243638843843*cm 77.36912643171947*cm 0.0*rad  | 
U-view_single_strip_5_33_s2 | U-view-scintillator_13_s2 | 0.000000*cm -39.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 77.39470721872263*cm 79.67139726200368*cm 0.0*rad 2.225*cm 77.39470721872263*cm 79.67139726200368*cm 0.0*rad  | 
U-view_single_strip_5_34_s2 | U-view-scintillator_13_s2 | 0.000000*cm -34.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 79.69697804900684*cm 81.9736680922879*cm 0.0*rad 2.225*cm 79.69697804900684*cm 81.9736680922879*cm 0.0*rad  | 
U-view_single_strip_5_35_s2 | U-view-scintillator_13_s2 | 0.000000*cm -30.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 81.99924887929106*cm 84.27593892257211*cm 0.0*rad 2.225*cm 81.99924887929106*cm 84.27593892257211*cm 0.0*rad  | 
U-view_single_strip_5_36_s2 | U-view-scintillator_13_s2 | 0.000000*cm -25.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 84.30151970957527*cm 86.57820975285631*cm 0.0*rad 2.225*cm 84.30151970957527*cm 86.57820975285631*cm 0.0*rad  | 
U-view_single_strip_5_37_s2 | U-view-scintillator_13_s2 | 0.000000*cm -21.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 86.60379053985947*cm 88.88048058314052*cm 0.0*rad 2.225*cm 86.60379053985947*cm 88.88048058314052*cm 0.0*rad  | 
U-view_single_strip_5_38_s2 | U-view-scintillator_13_s2 | 0.000000*cm -16.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 88.90606137014369*cm 91.18275141342474*cm 0.0*rad 2.225*cm 88.90606137014369*cm 91.18275141342474*cm 0.0*rad  | 
U-view_single_strip_5_39_s2 | U-view-scintillator_13_s2 | 0.000000*cm -12.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 91.2083322004279*cm 93.48502224370895*cm 0.0*rad 2.225*cm 91.2083322004279*cm 93.48502224370895*cm 0.0*rad  | 
U-view_single_strip_5_40_s2 | U-view-scintillator_13_s2 | 0.000000*cm -7.624965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 93.51060303071212*cm 95.78729307399315*cm 0.0*rad 2.225*cm 93.51060303071212*cm 95.78729307399315*cm 0.0*rad  | 
U-view_single_strip_5_41_s2 | U-view-scintillator_13_s2 | 0.000000*cm -3.124965*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 95.81287386099632*cm 98.08956390427737*cm 0.0*rad 2.225*cm 95.81287386099632*cm 98.08956390427737*cm 0.0*rad  | 
U-view_single_strip_5_42_s2 | U-view-scintillator_13_s2 | 0.000000*cm 1.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 98.11514469128053*cm 100.39183473456158*cm 0.0*rad 2.225*cm 98.11514469128053*cm 100.39183473456158*cm 0.0*rad  | 
U-view_single_strip_5_43_s2 | U-view-scintillator_13_s2 | 0.000000*cm 5.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 100.41741552156475*cm 102.6941055648458*cm 0.0*rad 2.225*cm 100.41741552156475*cm 102.6941055648458*cm 0.0*rad  | 
