             ec_s1 |       fc | 232.6263*cm 0*cm 723.8662*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad  | 
W_strip_9_21_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 2.5032*cm -24.069901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 124.5805*cm 118.6481*cm -0.1036253*rad 4.814*cm 124.5805*cm 118.6481*cm -0.1036253*rad  | 
W_strip_9_22_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 3.5045*cm -33.697861*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 130.5129*cm 124.5805*cm -0.1036253*rad 4.814*cm 130.5129*cm 124.5805*cm -0.1036253*rad  | 
W_strip_9_23_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 4.5058*cm -43.325821*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 136.4453*cm 130.5129*cm -0.1036253*rad 4.814*cm 136.4453*cm 130.5129*cm -0.1036253*rad  | 
W_strip_9_24_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 5.5071*cm -52.953781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 142.3777*cm 136.4453*cm -0.1036253*rad 4.814*cm 142.3777*cm 136.4453*cm -0.1036253*rad  | 
W_strip_9_25_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 6.5084*cm -62.581741*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 148.3101*cm 142.3777*cm -0.1036253*rad 4.814*cm 148.3101*cm 142.3777*cm -0.1036253*rad  | 
W_strip_9_26_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 7.5097*cm -72.209701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 154.2425*cm 148.3101*cm -0.1036253*rad 4.814*cm 154.2425*cm 148.3101*cm -0.1036253*rad  | 
W_strip_9_27_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 8.5109*cm -81.837661*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 160.1749*cm 154.2425*cm -0.1036253*rad 4.814*cm 160.1749*cm 154.2425*cm -0.1036253*rad  | 
W_strip_9_28_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 9.5122*cm -91.465621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 166.1073*cm 160.1749*cm -0.1036253*rad 4.814*cm 166.1073*cm 160.1749*cm -0.1036253*rad  | 
W_strip_9_29_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 10.5135*cm -101.093581*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 172.0397*cm 166.1073*cm -0.1036253*rad 4.814*cm 172.0397*cm 166.1073*cm -0.1036253*rad  | 
W_strip_9_30_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 11.5148*cm -110.721541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 177.9721*cm 172.0397*cm -0.1036253*rad 4.814*cm 177.9721*cm 172.0397*cm -0.1036253*rad  | 
W_strip_9_31_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 12.5161*cm -120.349501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 183.9045*cm 177.9721*cm -0.1036253*rad 4.814*cm 183.9045*cm 177.9721*cm -0.1036253*rad  | 
W_strip_9_32_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 13.5174*cm -129.977461*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 189.8369*cm 183.9045*cm -0.1036253*rad 4.814*cm 189.8369*cm 183.9045*cm -0.1036253*rad  | 
W_strip_9_33_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 14.5187*cm -139.605421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 195.7693*cm 189.8369*cm -0.1036253*rad 4.814*cm 195.7693*cm 189.8369*cm -0.1036253*rad  | 
W_strip_9_34_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 15.5199*cm -149.233381*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 201.7017*cm 195.7693*cm -0.1036253*rad 4.814*cm 201.7017*cm 195.7693*cm -0.1036253*rad  | 
W_strip_9_35_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 16.5212*cm -158.861341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 207.6342*cm 201.7017*cm -0.1036253*rad 4.814*cm 207.6342*cm 201.7017*cm -0.1036253*rad  | 
W_strip_9_36_s1_stack_1 | W-scintillator_9_s1_view_3_stack_1 | 17.5225*cm -168.489301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.814*cm 213.5666*cm 207.6342*cm -0.1036253*rad 4.814*cm 213.5666*cm 207.6342*cm -0.1036253*rad  | 
lead_10_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.077*cm -10.30325*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 190.5991*cm 0.000001*cm 195.2369*cm 0*rad 190.5991*cm 0.000001*cm 195.2369*cm 0*rad  | 
U-scintillator_10_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.077*cm -9.6841*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 190.5991*cm 0.000001*cm 195.2369*cm 0*rad 190.5991*cm 0.000001*cm 195.2369*cm 0*rad  | 
U_strip_10_1_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -185.304699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 0.0000005*cm 5.4232*cm 0*rad 5.2944*cm 0.0000005*cm 5.4232*cm 0*rad  | 
U_strip_10_2_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -174.715859*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 5.4232*cm 10.8465*cm 0*rad 5.2944*cm 5.4232*cm 10.8465*cm 0*rad  | 
U_strip_10_3_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -164.127019*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 10.8465*cm 16.2697*cm 0*rad 5.2944*cm 10.8465*cm 16.2697*cm 0*rad  | 
U_strip_10_4_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -153.538179*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 16.2697*cm 21.693*cm 0*rad 5.2944*cm 16.2697*cm 21.693*cm 0*rad  | 
U_strip_10_5_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -142.949339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 21.693*cm 27.1162*cm 0*rad 5.2944*cm 21.693*cm 27.1162*cm 0*rad  | 
U_strip_10_6_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -132.360499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 27.1162*cm 32.5395*cm 0*rad 5.2944*cm 27.1162*cm 32.5395*cm 0*rad  | 
U_strip_10_7_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -121.771659*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 32.5395*cm 37.9627*cm 0*rad 5.2944*cm 32.5395*cm 37.9627*cm 0*rad  | 
U_strip_10_8_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -111.182819*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 37.9627*cm 43.386*cm 0*rad 5.2944*cm 37.9627*cm 43.386*cm 0*rad  | 
U_strip_10_9_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -100.593979*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 43.386*cm 48.8092*cm 0*rad 5.2944*cm 43.386*cm 48.8092*cm 0*rad  | 
U_strip_10_10_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -90.005139*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 48.8092*cm 54.2325*cm 0*rad 5.2944*cm 48.8092*cm 54.2325*cm 0*rad  | 
U_strip_10_11_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -79.416299*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 54.2325*cm 59.6557*cm 0*rad 5.2944*cm 54.2325*cm 59.6557*cm 0*rad  | 
U_strip_10_12_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -68.827459*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 59.6557*cm 65.079*cm 0*rad 5.2944*cm 59.6557*cm 65.079*cm 0*rad  | 
U_strip_10_13_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -58.238619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 65.079*cm 70.5022*cm 0*rad 5.2944*cm 65.079*cm 70.5022*cm 0*rad  | 
U_strip_10_14_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -47.649779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 70.5022*cm 75.9255*cm 0*rad 5.2944*cm 70.5022*cm 75.9255*cm 0*rad  | 
U_strip_10_15_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -37.060939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 75.9255*cm 81.3487*cm 0*rad 5.2944*cm 75.9255*cm 81.3487*cm 0*rad  | 
U_strip_10_16_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -26.472099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 81.3487*cm 86.772*cm 0*rad 5.2944*cm 81.3487*cm 86.772*cm 0*rad  | 
U_strip_10_17_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -15.883259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 86.772*cm 92.1952*cm 0*rad 5.2944*cm 86.772*cm 92.1952*cm 0*rad  | 
U_strip_10_18_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm -5.294419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 92.1952*cm 97.6185*cm 0*rad 5.2944*cm 92.1952*cm 97.6185*cm 0*rad  | 
U_strip_10_19_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 5.2944*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 97.6185*cm 103.0417*cm 0*rad 5.2944*cm 97.6185*cm 103.0417*cm 0*rad  | 
U_strip_10_20_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 15.8833*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 103.0417*cm 108.465*cm 0*rad 5.2944*cm 103.0417*cm 108.465*cm 0*rad  | 
U_strip_10_21_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 26.4721*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 108.465*cm 113.8882*cm 0*rad 5.2944*cm 108.465*cm 113.8882*cm 0*rad  | 
U_strip_10_22_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 37.0609*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 113.8882*cm 119.3115*cm 0*rad 5.2944*cm 113.8882*cm 119.3115*cm 0*rad  | 
U_strip_10_23_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 47.6498*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 119.3115*cm 124.7347*cm 0*rad 5.2944*cm 119.3115*cm 124.7347*cm 0*rad  | 
U_strip_10_24_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 58.2386*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 124.7347*cm 130.158*cm 0*rad 5.2944*cm 124.7347*cm 130.158*cm 0*rad  | 
U_strip_10_25_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 68.8275*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 130.158*cm 135.5812*cm 0*rad 5.2944*cm 130.158*cm 135.5812*cm 0*rad  | 
U_strip_10_26_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 79.4163*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 135.5812*cm 141.0045*cm 0*rad 5.2944*cm 135.5812*cm 141.0045*cm 0*rad  | 
U_strip_10_27_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 90.0051*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 141.0045*cm 146.4277*cm 0*rad 5.2944*cm 141.0045*cm 146.4277*cm 0*rad  | 
U_strip_10_28_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 100.594*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 146.4277*cm 151.8509*cm 0*rad 5.2944*cm 146.4277*cm 151.8509*cm 0*rad  | 
U_strip_10_29_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 111.1828*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 151.8509*cm 157.2742*cm 0*rad 5.2944*cm 151.8509*cm 157.2742*cm 0*rad  | 
U_strip_10_30_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 121.7717*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 157.2742*cm 162.6974*cm 0*rad 5.2944*cm 157.2742*cm 162.6974*cm 0*rad  | 
U_strip_10_31_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 132.3605*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 162.6974*cm 168.1207*cm 0*rad 5.2944*cm 162.6974*cm 168.1207*cm 0*rad  | 
U_strip_10_32_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 142.9493*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 168.1207*cm 173.5439*cm 0*rad 5.2944*cm 168.1207*cm 173.5439*cm 0*rad  | 
U_strip_10_33_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 153.5382*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 173.5439*cm 178.9672*cm 0*rad 5.2944*cm 173.5439*cm 178.9672*cm 0*rad  | 
U_strip_10_34_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 164.127*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 178.9672*cm 184.3904*cm 0*rad 5.2944*cm 178.9672*cm 184.3904*cm 0*rad  | 
U_strip_10_35_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 174.7159*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 184.3904*cm 189.8137*cm 0*rad 5.2944*cm 184.3904*cm 189.8137*cm 0*rad  | 
U_strip_10_36_s1_stack_1 | U-scintillator_10_s1_view_1_stack_1 | 0*cm 185.3047*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2944*cm 189.8137*cm 195.2369*cm 0*rad 5.2944*cm 189.8137*cm 195.2369*cm 0*rad  | 
lead_11_s1_view_2_stack_1 |    ec_s1 | 0*cm 0.0856*cm -9.06495*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 190.9777*cm 0.000001*cm 195.6247*cm 0*rad 190.9777*cm 0.000001*cm 195.6247*cm 0*rad  | 
V-scintillator_11_s1_view_2_stack_1 |    ec_s1 | -48.906182*cm 95.5745*cm -8.4458*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 174.1165*cm 214.5687*cm 0.000001*cm -0.1036253*rad 174.1165*cm 214.5687*cm 0.000001*cm -0.1036253*rad  | 
V_strip_11_1_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -17.6047424*cm 169.2799*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 5.9602*cm 0.0000006*cm -0.1036253*rad 4.8366*cm 5.9602*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_11_2_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -16.5987571*cm 159.6068*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 11.9205*cm 5.9602*cm -0.1036253*rad 4.8366*cm 11.9205*cm 5.9602*cm -0.1036253*rad  | 
V_strip_11_3_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -15.5927718*cm 149.9337*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 17.8807*cm 11.9205*cm -0.1036253*rad 4.8366*cm 17.8807*cm 11.9205*cm -0.1036253*rad  | 
V_strip_11_4_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -14.5867865*cm 140.2605*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 23.841*cm 17.8807*cm -0.1036253*rad 4.8366*cm 23.841*cm 17.8807*cm -0.1036253*rad  | 
V_strip_11_5_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -13.5808012*cm 130.5874*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 29.8012*cm 23.841*cm -0.1036253*rad 4.8366*cm 29.8012*cm 23.841*cm -0.1036253*rad  | 
V_strip_11_6_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -12.574816*cm 120.9142*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 35.7615*cm 29.8012*cm -0.1036253*rad 4.8366*cm 35.7615*cm 29.8012*cm -0.1036253*rad  | 
V_strip_11_7_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -11.5688307*cm 111.2411*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 41.7217*cm 35.7615*cm -0.1036253*rad 4.8366*cm 41.7217*cm 35.7615*cm -0.1036253*rad  | 
V_strip_11_8_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -10.5628454*cm 101.568*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 47.6819*cm 41.7217*cm -0.1036253*rad 4.8366*cm 47.6819*cm 41.7217*cm -0.1036253*rad  | 
V_strip_11_9_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -9.5568601*cm 91.8948*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 53.6422*cm 47.6819*cm -0.1036253*rad 4.8366*cm 53.6422*cm 47.6819*cm -0.1036253*rad  | 
V_strip_11_10_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -8.5508748*cm 82.2217*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 59.6024*cm 53.6422*cm -0.1036253*rad 4.8366*cm 59.6024*cm 53.6422*cm -0.1036253*rad  | 
V_strip_11_11_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -7.5448895*cm 72.5485*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 65.5627*cm 59.6024*cm -0.1036253*rad 4.8366*cm 65.5627*cm 59.6024*cm -0.1036253*rad  | 
V_strip_11_12_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -6.5389042*cm 62.8754*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 71.5229*cm 65.5627*cm -0.1036253*rad 4.8366*cm 71.5229*cm 65.5627*cm -0.1036253*rad  | 
V_strip_11_13_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -5.532919*cm 53.2023*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 77.4832*cm 71.5229*cm -0.1036253*rad 4.8366*cm 77.4832*cm 71.5229*cm -0.1036253*rad  | 
V_strip_11_14_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -4.5269337*cm 43.5291*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 83.4434*cm 77.4832*cm -0.1036253*rad 4.8366*cm 83.4434*cm 77.4832*cm -0.1036253*rad  | 
V_strip_11_15_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -3.5209484*cm 33.856*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 89.4036*cm 83.4434*cm -0.1036253*rad 4.8366*cm 89.4036*cm 83.4434*cm -0.1036253*rad  | 
V_strip_11_16_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -2.5149631*cm 24.1828*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 95.3639*cm 89.4036*cm -0.1036253*rad 4.8366*cm 95.3639*cm 89.4036*cm -0.1036253*rad  | 
V_strip_11_17_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -1.5089778*cm 14.5097*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 101.3241*cm 95.3639*cm -0.1036253*rad 4.8366*cm 101.3241*cm 95.3639*cm -0.1036253*rad  | 
V_strip_11_18_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | -0.5029925*cm 4.8366*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 107.2844*cm 101.3241*cm -0.1036253*rad 4.8366*cm 107.2844*cm 101.3241*cm -0.1036253*rad  | 
V_strip_11_19_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 0.503*cm -4.836571*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 113.2446*cm 107.2844*cm -0.1036253*rad 4.8366*cm 113.2446*cm 107.2844*cm -0.1036253*rad  | 
V_strip_11_20_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 1.509*cm -14.509711*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 119.2049*cm 113.2446*cm -0.1036253*rad 4.8366*cm 119.2049*cm 113.2446*cm -0.1036253*rad  | 
V_strip_11_21_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 2.515*cm -24.182851*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 125.1651*cm 119.2049*cm -0.1036253*rad 4.8366*cm 125.1651*cm 119.2049*cm -0.1036253*rad  | 
V_strip_11_22_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 3.5209*cm -33.855991*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 131.1253*cm 125.1651*cm -0.1036253*rad 4.8366*cm 131.1253*cm 125.1651*cm -0.1036253*rad  | 
V_strip_11_23_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 4.5269*cm -43.529131*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 137.0856*cm 131.1253*cm -0.1036253*rad 4.8366*cm 137.0856*cm 131.1253*cm -0.1036253*rad  | 
V_strip_11_24_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 5.5329*cm -53.202271*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 143.0458*cm 137.0856*cm -0.1036253*rad 4.8366*cm 143.0458*cm 137.0856*cm -0.1036253*rad  | 
V_strip_11_25_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 6.5389*cm -62.875411*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 149.0061*cm 143.0458*cm -0.1036253*rad 4.8366*cm 149.0061*cm 143.0458*cm -0.1036253*rad  | 
V_strip_11_26_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 7.5449*cm -72.548551*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 154.9663*cm 149.0061*cm -0.1036253*rad 4.8366*cm 154.9663*cm 149.0061*cm -0.1036253*rad  | 
V_strip_11_27_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 8.5509*cm -82.221691*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 160.9266*cm 154.9663*cm -0.1036253*rad 4.8366*cm 160.9266*cm 154.9663*cm -0.1036253*rad  | 
V_strip_11_28_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 9.5569*cm -91.894831*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 166.8868*cm 160.9266*cm -0.1036253*rad 4.8366*cm 166.8868*cm 160.9266*cm -0.1036253*rad  | 
V_strip_11_29_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 10.5628*cm -101.567971*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 172.847*cm 166.8868*cm -0.1036253*rad 4.8366*cm 172.847*cm 166.8868*cm -0.1036253*rad  | 
V_strip_11_30_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 11.5688*cm -111.241111*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 178.8073*cm 172.847*cm -0.1036253*rad 4.8366*cm 178.8073*cm 172.847*cm -0.1036253*rad  | 
V_strip_11_31_s1_stack_1 | V-scintillator_11_s1_view_2_stack_1 | 12.5748*cm -120.914251*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.8366*cm 184.7675*cm 178.8073*cm -0.1036253*rad 4.8366*cm 184.7675*cm 178.8073*cm -0.1036253*rad  | 
