            ltccTrap  |                root  |Light Threshold Cerenkov Counter  |                                             0 0 0  |                                   0 0 0  | 110088   |              G4Trap  |500*mm 0*deg 0*deg 1700*mm 240*mm 2000*mm 0*deg 1700*mm 5*mm 1765*mm 0*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
cyl_mirrors_s3right_5  |              ltccS3  |           cyl mirrors right 5  |                39.0849*cm  110.012*cm  419.641*cm  |            -165.31*deg 29.43*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_5  |              ltccS3  |            cyl mirrors left 5  |                 -39.0849*cm 110.012*cm 419.641*cm  |          -165.31*deg -29.43*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_5  |              ltccS5  |           cyl mirrors right 5  |                39.0849*cm  110.012*cm  419.641*cm  |            -165.31*deg 29.43*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5left_5  |              ltccS5  |            cyl mirrors left 5  |                 -39.0849*cm 110.012*cm 419.641*cm  |          -165.31*deg -29.43*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6right_5  |              ltccS6  |           cyl mirrors right 5  |                39.0849*cm  110.012*cm  419.641*cm  |            -165.31*deg 29.43*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6left_5  |              ltccS6  |            cyl mirrors left 5  |                 -39.0849*cm 110.012*cm 419.641*cm  |          -165.31*deg -29.43*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2right_6  |              ltccS2  |           cyl mirrors right 6  |                 47.109*cm  122.361*cm  413.879*cm  |            -163.53*deg 29.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_6  |              ltccS2  |            cyl mirrors left 6  |                  -47.109*cm 122.361*cm 413.879*cm  |          -163.53*deg -29.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3right_6  |              ltccS3  |           cyl mirrors right 6  |                 47.109*cm  122.361*cm  413.879*cm  |            -163.53*deg 29.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_6  |              ltccS3  |            cyl mirrors left 6  |                  -47.109*cm 122.361*cm 413.879*cm  |          -163.53*deg -29.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_6  |              ltccS5  |           cyl mirrors right 6  |                 47.109*cm  122.361*cm  413.879*cm  |            -163.53*deg 29.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
