            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
si_V_Layer1_Module3_Segment07  |            bst_sl_1  |Barrel Silicon Tracker, Silicon V, Layer 1,  Module 3, Segment 7  |                  -38.374*mm 52.817*mm 109.4305*mm  |                     0*deg 0*deg -36*deg  | 353540   |                 Box  |                                 21.01*mm 0.16*mm 55.8125*mm  |               G4_Si  |                  no  |     7   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |superlayer manual 1 type manual 1 segment manual 7 module manual 3 strip manual 1 
si_V_Layer1_Module3_Segment08  |            bst_sl_1  |Barrel Silicon Tracker, Silicon V, Layer 1,  Module 3, Segment 8  |                  -62.090*mm 20.174*mm 109.4305*mm  |                     0*deg 0*deg -72*deg  | 353540   |                 Box  |                                 21.01*mm 0.16*mm 55.8125*mm  |               G4_Si  |                  no  |     8   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |superlayer manual 1 type manual 1 segment manual 8 module manual 3 strip manual 1 
si_V_Layer1_Module3_Segment09  |            bst_sl_1  |Barrel Silicon Tracker, Silicon V, Layer 1,  Module 3, Segment 9  |                 -62.090*mm -20.174*mm 109.4305*mm  |                    0*deg 0*deg -108*deg  | 353540   |                 Box  |                                 21.01*mm 0.16*mm 55.8125*mm  |               G4_Si  |                  no  |     9   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |superlayer manual 1 type manual 1 segment manual 9 module manual 3 strip manual 1 
si_V_Layer1_Module3_Segment10  |            bst_sl_1  |Barrel Silicon Tracker, Silicon V, Layer 1,  Module 3, Segment 10  |                 -38.374*mm -52.817*mm 109.4305*mm  |                    0*deg 0*deg -144*deg  | 353540   |                 Box  |                                 21.01*mm 0.16*mm 55.8125*mm  |               G4_Si  |                  no  |    10   |     1   |     1   |   1   |   1   |                 bst  |                 bst  |superlayer manual 1 type manual 1 segment manual 10 module manual 3 strip manual 1 
epoxy_V_m0_updown1_layer1_segment01  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 1  |                -14.505*mm -65.497*mm -114.0435*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment02  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 2  |                 26.763*mm -61.514*mm -114.0435*mm  |                     0*deg 0*deg 144*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment03  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 3  |                 57.809*mm -34.035*mm -114.0435*mm  |                     0*deg 0*deg 108*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment04  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 4  |                   66.774*mm 6.445*mm -114.0435*mm  |                      0*deg 0*deg 72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment05  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 5  |                  50.233*mm 44.462*mm -114.0435*mm  |                      0*deg 0*deg 36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment06  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 6  |                  14.505*mm 65.497*mm -114.0435*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment07  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 7  |                 -26.763*mm 61.514*mm -114.0435*mm  |                     0*deg 0*deg -36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment08  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 8  |                 -57.809*mm 34.035*mm -114.0435*mm  |                     0*deg 0*deg -72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment09  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 9  |                 -66.774*mm -6.445*mm -114.0435*mm  |                    0*deg 0*deg -108*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m0_updown1_layer1_segment10  |            bst_sl_1  |Epoxy V, Layer 1, Module 0,  UpDown 1,  Segment 10  |                -50.233*mm -44.462*mm -114.0435*mm  |                    0*deg 0*deg -144*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment01  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 1  |        -14.505*mm -65.497*mm -2.41849999999999*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment02  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 2  |         26.763*mm -61.514*mm -2.41849999999999*mm  |                     0*deg 0*deg 144*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment03  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 3  |         57.809*mm -34.035*mm -2.41849999999999*mm  |                     0*deg 0*deg 108*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment04  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 4  |           66.774*mm 6.445*mm -2.41849999999999*mm  |                      0*deg 0*deg 72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment05  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 5  |          50.233*mm 44.462*mm -2.41849999999999*mm  |                      0*deg 0*deg 36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment06  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 6  |          14.505*mm 65.497*mm -2.41849999999999*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment07  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 7  |         -26.763*mm 61.514*mm -2.41849999999999*mm  |                     0*deg 0*deg -36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment08  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 8  |         -57.809*mm 34.035*mm -2.41849999999999*mm  |                     0*deg 0*deg -72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment09  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 9  |         -66.774*mm -6.445*mm -2.41849999999999*mm  |                    0*deg 0*deg -108*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m1_updown1_layer1_segment10  |            bst_sl_1  |Epoxy V, Layer 1, Module 1,  UpDown 1,  Segment 10  |        -50.233*mm -44.462*mm -2.41849999999999*mm  |                    0*deg 0*deg -144*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment01  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 1  |                 -14.505*mm -65.497*mm 109.2065*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment02  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 2  |                  26.763*mm -61.514*mm 109.2065*mm  |                     0*deg 0*deg 144*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment03  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 3  |                  57.809*mm -34.035*mm 109.2065*mm  |                     0*deg 0*deg 108*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment04  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 4  |                    66.774*mm 6.445*mm 109.2065*mm  |                      0*deg 0*deg 72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment05  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 5  |                   50.233*mm 44.462*mm 109.2065*mm  |                      0*deg 0*deg 36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment06  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 6  |                   14.505*mm 65.497*mm 109.2065*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment07  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 7  |                  -26.763*mm 61.514*mm 109.2065*mm  |                     0*deg 0*deg -36*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_V_m2_updown1_layer1_segment08  |            bst_sl_1  |Epoxy V, Layer 1, Module 2,  UpDown 1,  Segment 8  |                  -57.809*mm 34.035*mm 109.2065*mm  |                     0*deg 0*deg -72*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
