             ec_s1 |       fc | 227.2889756*cm -0.752*cm 731.8939964*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad  | 
W_strip_3_7_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -11.3529094*cm 109.164899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 40.943003*cm 35.0940027*cm -0.1036253*rad 4.7463*cm 40.943003*cm 35.0940027*cm -0.1036253*rad  | 
W_strip_3_8_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -10.3656999*cm 99.672299*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 46.7920034*cm 40.943003*cm -0.1036253*rad 4.7463*cm 46.7920034*cm 40.943003*cm -0.1036253*rad  | 
W_strip_3_9_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -9.3784904*cm 90.179699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 52.6410037*cm 46.7920034*cm -0.1036253*rad 4.7463*cm 52.6410037*cm 46.7920034*cm -0.1036253*rad  | 
W_strip_3_10_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -8.3912808*cm 80.687099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 58.4900041*cm 52.6410037*cm -0.1036253*rad 4.7463*cm 58.4900041*cm 52.6410037*cm -0.1036253*rad  | 
W_strip_3_11_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -7.4040713*cm 71.194499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 64.3390044*cm 58.4900041*cm -0.1036253*rad 4.7463*cm 64.3390044*cm 58.4900041*cm -0.1036253*rad  | 
W_strip_3_12_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -6.4168618*cm 61.701899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 70.1880047*cm 64.3390044*cm -0.1036253*rad 4.7463*cm 70.1880047*cm 64.3390044*cm -0.1036253*rad  | 
W_strip_3_13_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -5.4296523*cm 52.209299*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 76.0370051*cm 70.1880047*cm -0.1036253*rad 4.7463*cm 76.0370051*cm 70.1880047*cm -0.1036253*rad  | 
W_strip_3_14_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -4.4424427*cm 42.716699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 81.8860054*cm 76.0370051*cm -0.1036253*rad 4.7463*cm 81.8860054*cm 76.0370051*cm -0.1036253*rad  | 
W_strip_3_15_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -3.4552332*cm 33.224099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 87.7350058*cm 81.8860054*cm -0.1036253*rad 4.7463*cm 87.7350058*cm 81.8860054*cm -0.1036253*rad  | 
W_strip_3_16_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -2.4680237*cm 23.731499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 93.5840061*cm 87.7350058*cm -0.1036253*rad 4.7463*cm 93.5840061*cm 87.7350058*cm -0.1036253*rad  | 
W_strip_3_17_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -1.4808142*cm 14.238899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 99.4330065*cm 93.5840061*cm -0.1036253*rad 4.7463*cm 99.4330065*cm 93.5840061*cm -0.1036253*rad  | 
W_strip_3_18_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | -0.4936047*cm 4.746299*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 105.2820068*cm 99.4330065*cm -0.1036253*rad 4.7463*cm 105.2820068*cm 99.4330065*cm -0.1036253*rad  | 
W_strip_3_19_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 0.4936049*cm -4.746301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 111.1310071*cm 105.2820068*cm -0.1036253*rad 4.7463*cm 111.1310071*cm 105.2820068*cm -0.1036253*rad  | 
W_strip_3_20_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 1.4808144*cm -14.238901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 116.9800075*cm 111.1310071*cm -0.1036253*rad 4.7463*cm 116.9800075*cm 111.1310071*cm -0.1036253*rad  | 
W_strip_3_21_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 2.4680239*cm -23.731501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 122.8290078*cm 116.9800075*cm -0.1036253*rad 4.7463*cm 122.8290078*cm 116.9800075*cm -0.1036253*rad  | 
W_strip_3_22_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 3.4552334*cm -33.224101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 128.6780082*cm 122.8290078*cm -0.1036253*rad 4.7463*cm 128.6780082*cm 122.8290078*cm -0.1036253*rad  | 
W_strip_3_23_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 4.442443*cm -42.716701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 134.5270085*cm 128.6780082*cm -0.1036253*rad 4.7463*cm 134.5270085*cm 128.6780082*cm -0.1036253*rad  | 
W_strip_3_24_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 5.4296525*cm -52.209301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 140.3760089*cm 134.5270085*cm -0.1036253*rad 4.7463*cm 140.3760089*cm 134.5270085*cm -0.1036253*rad  | 
W_strip_3_25_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 6.416862*cm -61.701901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 146.2250092*cm 140.3760089*cm -0.1036253*rad 4.7463*cm 146.2250092*cm 140.3760089*cm -0.1036253*rad  | 
W_strip_3_26_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 7.4040715*cm -71.194501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 152.0740096*cm 146.2250092*cm -0.1036253*rad 4.7463*cm 152.0740096*cm 146.2250092*cm -0.1036253*rad  | 
W_strip_3_27_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 8.391281*cm -80.687101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 157.9230099*cm 152.0740096*cm -0.1036253*rad 4.7463*cm 157.9230099*cm 152.0740096*cm -0.1036253*rad  | 
W_strip_3_28_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 9.3784906*cm -90.179701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 163.7720102*cm 157.9230099*cm -0.1036253*rad 4.7463*cm 163.7720102*cm 157.9230099*cm -0.1036253*rad  | 
W_strip_3_29_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 10.3657001*cm -99.672301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 169.6210106*cm 163.7720102*cm -0.1036253*rad 4.7463*cm 169.6210106*cm 163.7720102*cm -0.1036253*rad  | 
W_strip_3_30_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 11.3529096*cm -109.164901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 175.4700109*cm 169.6210106*cm -0.1036253*rad 4.7463*cm 175.4700109*cm 169.6210106*cm -0.1036253*rad  | 
W_strip_3_31_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 12.3401191*cm -118.657501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 181.3190113*cm 175.4700109*cm -0.1036253*rad 4.7463*cm 181.3190113*cm 175.4700109*cm -0.1036253*rad  | 
W_strip_3_32_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 13.3273286*cm -128.150101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 187.1680116*cm 181.3190113*cm -0.1036253*rad 4.7463*cm 187.1680116*cm 181.3190113*cm -0.1036253*rad  | 
W_strip_3_33_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 14.3145382*cm -137.642701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 193.017012*cm 187.1680116*cm -0.1036253*rad 4.7463*cm 193.017012*cm 187.1680116*cm -0.1036253*rad  | 
W_strip_3_34_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 15.3017477*cm -147.135301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 198.8660123*cm 193.017012*cm -0.1036253*rad 4.7463*cm 198.8660123*cm 193.017012*cm -0.1036253*rad  | 
W_strip_3_35_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 16.2889572*cm -156.627901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 204.7150127*cm 198.8660123*cm -0.1036253*rad 4.7463*cm 204.7150127*cm 198.8660123*cm -0.1036253*rad  | 
W_strip_3_36_s1_stack_1 | W-scintillator_3_s1_view_3_stack_1 | 17.2761667*cm -166.120501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7463*cm 210.564013*cm 204.7150127*cm -0.1036253*rad 4.7463*cm 210.564013*cm 204.7150127*cm -0.1036253*rad  | 
lead_4_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.02568*cm -17.73305*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 187.925041*cm 0.000001*cm 192.4977855*cm 0*rad 187.925041*cm 0.000001*cm 192.4977855*cm 0*rad  | 
U-scintillator_4_s1_view_1_stack_1 |    ec_s1 | 0*cm 0.02568*cm -17.1139*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 187.925041*cm 0.000001*cm 192.4977855*cm 0*rad 187.925041*cm 0.000001*cm 192.4977855*cm 0*rad  | 
U_strip_4_1_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -182.704899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 0.0000005*cm 5.3471612*cm 0*rad 5.22014*cm 0.0000005*cm 5.3471612*cm 0*rad  | 
U_strip_4_2_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -172.264619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 5.3471612*cm 10.6943219*cm 0*rad 5.22014*cm 5.3471612*cm 10.6943219*cm 0*rad  | 
U_strip_4_3_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -161.824339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 10.6943219*cm 16.0414826*cm 0*rad 5.22014*cm 10.6943219*cm 16.0414826*cm 0*rad  | 
U_strip_4_4_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -151.384059*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 16.0414826*cm 21.3886432*cm 0*rad 5.22014*cm 16.0414826*cm 21.3886432*cm 0*rad  | 
U_strip_4_5_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -140.943779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 21.3886432*cm 26.7358039*cm 0*rad 5.22014*cm 21.3886432*cm 26.7358039*cm 0*rad  | 
U_strip_4_6_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -130.503499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 26.7358039*cm 32.0829646*cm 0*rad 5.22014*cm 26.7358039*cm 32.0829646*cm 0*rad  | 
U_strip_4_7_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -120.063219*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 32.0829646*cm 37.4301253*cm 0*rad 5.22014*cm 32.0829646*cm 37.4301253*cm 0*rad  | 
U_strip_4_8_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -109.622939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 37.4301253*cm 42.777286*cm 0*rad 5.22014*cm 37.4301253*cm 42.777286*cm 0*rad  | 
U_strip_4_9_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -99.182659*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 42.777286*cm 48.1244466*cm 0*rad 5.22014*cm 42.777286*cm 48.1244466*cm 0*rad  | 
U_strip_4_10_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -88.742379*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 48.1244466*cm 53.4716073*cm 0*rad 5.22014*cm 48.1244466*cm 53.4716073*cm 0*rad  | 
U_strip_4_11_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -78.302099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 53.4716073*cm 58.818768*cm 0*rad 5.22014*cm 53.4716073*cm 58.818768*cm 0*rad  | 
U_strip_4_12_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -67.861819*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 58.818768*cm 64.1659287*cm 0*rad 5.22014*cm 58.818768*cm 64.1659287*cm 0*rad  | 
U_strip_4_13_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -57.421539*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 64.1659287*cm 69.5130894*cm 0*rad 5.22014*cm 64.1659287*cm 69.5130894*cm 0*rad  | 
U_strip_4_14_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -46.981259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 69.5130894*cm 74.86025*cm 0*rad 5.22014*cm 69.5130894*cm 74.86025*cm 0*rad  | 
U_strip_4_15_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -36.540979*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 74.86025*cm 80.2074107*cm 0*rad 5.22014*cm 74.86025*cm 80.2074107*cm 0*rad  | 
U_strip_4_16_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -26.100699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 80.2074107*cm 85.5545714*cm 0*rad 5.22014*cm 80.2074107*cm 85.5545714*cm 0*rad  | 
U_strip_4_17_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -15.660419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 85.5545714*cm 90.9017321*cm 0*rad 5.22014*cm 85.5545714*cm 90.9017321*cm 0*rad  | 
U_strip_4_18_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm -5.220139*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 90.9017321*cm 96.2488928*cm 0*rad 5.22014*cm 90.9017321*cm 96.2488928*cm 0*rad  | 
U_strip_4_19_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 5.220141*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 96.2488928*cm 101.5960535*cm 0*rad 5.22014*cm 96.2488928*cm 101.5960535*cm 0*rad  | 
U_strip_4_20_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 15.660421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 101.5960535*cm 106.9432141*cm 0*rad 5.22014*cm 101.5960535*cm 106.9432141*cm 0*rad  | 
U_strip_4_21_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 26.100701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 106.9432141*cm 112.2903748*cm 0*rad 5.22014*cm 106.9432141*cm 112.2903748*cm 0*rad  | 
U_strip_4_22_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 36.540981*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 112.2903748*cm 117.6375355*cm 0*rad 5.22014*cm 112.2903748*cm 117.6375355*cm 0*rad  | 
U_strip_4_23_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 46.981261*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 117.6375355*cm 122.9846962*cm 0*rad 5.22014*cm 117.6375355*cm 122.9846962*cm 0*rad  | 
U_strip_4_24_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 57.421541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 122.9846962*cm 128.3318569*cm 0*rad 5.22014*cm 122.9846962*cm 128.3318569*cm 0*rad  | 
U_strip_4_25_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 67.861821*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 128.3318569*cm 133.6790175*cm 0*rad 5.22014*cm 128.3318569*cm 133.6790175*cm 0*rad  | 
U_strip_4_26_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 78.302101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 133.6790175*cm 139.0261782*cm 0*rad 5.22014*cm 133.6790175*cm 139.0261782*cm 0*rad  | 
U_strip_4_27_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 88.742381*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 139.0261782*cm 144.3733389*cm 0*rad 5.22014*cm 139.0261782*cm 144.3733389*cm 0*rad  | 
U_strip_4_28_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 99.182661*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 144.3733389*cm 149.7204996*cm 0*rad 5.22014*cm 144.3733389*cm 149.7204996*cm 0*rad  | 
U_strip_4_29_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 109.622941*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 149.7204996*cm 155.0676603*cm 0*rad 5.22014*cm 149.7204996*cm 155.0676603*cm 0*rad  | 
U_strip_4_30_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 120.063221*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 155.0676603*cm 160.4148209*cm 0*rad 5.22014*cm 155.0676603*cm 160.4148209*cm 0*rad  | 
U_strip_4_31_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 130.503501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 160.4148209*cm 165.7619816*cm 0*rad 5.22014*cm 160.4148209*cm 165.7619816*cm 0*rad  | 
U_strip_4_32_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 140.943781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 165.7619816*cm 171.1091423*cm 0*rad 5.22014*cm 165.7619816*cm 171.1091423*cm 0*rad  | 
U_strip_4_33_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 151.384061*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 171.1091423*cm 176.456303*cm 0*rad 5.22014*cm 171.1091423*cm 176.456303*cm 0*rad  | 
U_strip_4_34_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 161.824341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 176.456303*cm 181.8034637*cm 0*rad 5.22014*cm 176.456303*cm 181.8034637*cm 0*rad  | 
U_strip_4_35_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 172.264621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 181.8034637*cm 187.1506244*cm 0*rad 5.22014*cm 181.8034637*cm 187.1506244*cm 0*rad  | 
U_strip_4_36_s1_stack_1 | U-scintillator_4_s1_view_1_stack_1 | 0*cm 182.704901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.22014*cm 187.1506244*cm 192.497785*cm 0*rad 5.22014*cm 187.1506244*cm 192.497785*cm 0*rad  | 
lead_5_s1_view_2_stack_1 |    ec_s1 | 0*cm 0.03424*cm -16.49475*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 188.3052797*cm 0.000001*cm 192.8872765*cm 0*rad 188.3052797*cm 0.000001*cm 192.8872765*cm 0*rad  | 
V-scintillator_5_s1_view_2_stack_1 |    ec_s1 | -48.2218189*cm 94.1868793*cm -15.8756*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 171.680041*cm 211.5661924*cm 0.000001*cm -0.1036253*rad 171.680041*cm 211.5661924*cm 0.000001*cm -0.1036253*rad  | 
V_strip_5_1_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -17.3583924*cm 166.911149*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 5.8768393*cm 0.0000006*cm -0.1036253*rad 4.76889*cm 5.8768393*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_5_2_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -16.3664842*cm 157.373369*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 11.7536779*cm 5.8768393*cm -0.1036253*rad 4.76889*cm 11.7536779*cm 5.8768393*cm -0.1036253*rad  | 
V_strip_5_3_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -15.3745761*cm 147.835589*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 17.6305165*cm 11.7536779*cm -0.1036253*rad 4.76889*cm 17.6305165*cm 11.7536779*cm -0.1036253*rad  | 
V_strip_5_4_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -14.382668*cm 138.297809*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 23.5073552*cm 17.6305165*cm -0.1036253*rad 4.76889*cm 23.5073552*cm 17.6305165*cm -0.1036253*rad  | 
V_strip_5_5_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -13.3907598*cm 128.760029*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 29.3841938*cm 23.5073552*cm -0.1036253*rad 4.76889*cm 29.3841938*cm 23.5073552*cm -0.1036253*rad  | 
V_strip_5_6_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -12.3988517*cm 119.222249*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 35.2610325*cm 29.3841938*cm -0.1036253*rad 4.76889*cm 35.2610325*cm 29.3841938*cm -0.1036253*rad  | 
V_strip_5_7_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -11.4069435*cm 109.684469*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 41.1378711*cm 35.2610325*cm -0.1036253*rad 4.76889*cm 41.1378711*cm 35.2610325*cm -0.1036253*rad  | 
V_strip_5_8_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -10.4150354*cm 100.146689*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 47.0147098*cm 41.1378711*cm -0.1036253*rad 4.76889*cm 47.0147098*cm 41.1378711*cm -0.1036253*rad  | 
V_strip_5_9_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -9.4231273*cm 90.608909*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 52.8915484*cm 47.0147098*cm -0.1036253*rad 4.76889*cm 52.8915484*cm 47.0147098*cm -0.1036253*rad  | 
V_strip_5_10_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -8.4312191*cm 81.071129*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 58.768387*cm 52.8915484*cm -0.1036253*rad 4.76889*cm 58.768387*cm 52.8915484*cm -0.1036253*rad  | 
V_strip_5_11_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -7.439311*cm 71.533349*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 64.6452257*cm 58.768387*cm -0.1036253*rad 4.76889*cm 64.6452257*cm 58.768387*cm -0.1036253*rad  | 
V_strip_5_12_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -6.4474028*cm 61.995569*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 70.5220643*cm 64.6452257*cm -0.1036253*rad 4.76889*cm 70.5220643*cm 64.6452257*cm -0.1036253*rad  | 
V_strip_5_13_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -5.4554947*cm 52.457789*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 76.398903*cm 70.5220643*cm -0.1036253*rad 4.76889*cm 76.398903*cm 70.5220643*cm -0.1036253*rad  | 
V_strip_5_14_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -4.4635865*cm 42.920009*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 82.2757416*cm 76.398903*cm -0.1036253*rad 4.76889*cm 82.2757416*cm 76.398903*cm -0.1036253*rad  | 
V_strip_5_15_s1_stack_1 | V-scintillator_5_s1_view_2_stack_1 | -3.4716784*cm 33.382229*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.76889*cm 88.1525803*cm 82.2757416*cm -0.1036253*rad 4.76889*cm 88.1525803*cm 82.2757416*cm -0.1036253*rad  | 
